8.301000000000000045e-02,2.954999999999999988e-02,1.569399999999999962e-01,4.121999999999999970e-02,1.205200000000000021e-01,4.535000000000000142e-02,2.161399999999999988e-01,5.315999999999999892e-02,3.573999999999999844e+00,4.299999999999999656e-02,9.330000000000000071e+00,7.980000000000000426e-01
4.787000000000000283e-02,1.755999999999999922e-02,9.619999999999999385e-02,2.112999999999999948e-02,1.260199999999999931e-01,4.846999999999999920e-02,2.304100000000000037e-01,5.000000000000000278e-02,3.611600000000000144e+00,4.630000000000000088e-02,9.750000000000000000e+00,7.960000000000000409e-01
9.549000000000000543e-02,3.441999999999999921e-02,1.693099999999999883e-01,4.494000000000000078e-02,1.034100000000000019e-01,3.769999999999999740e-02,1.861800000000000122e-01,4.678999999999999826e-02,3.781200000000000117e+00,2.529999999999999957e-02,1.223000000000000043e+01,7.149999999999999689e-01
1.448699999999999988e-01,5.383000000000000285e-02,2.451000000000000123e-01,7.076000000000000345e-02,1.056399999999999978e-01,3.857000000000000012e-02,1.927899999999999892e-01,5.220999999999999946e-02,3.433699999999999974e+00,4.850000000000000144e-02,1.046000000000000085e+01,8.539999999999999813e-01
1.072099999999999997e-01,3.971999999999999836e-02,1.894899999999999918e-01,4.805000000000000243e-02,9.866999999999999382e-02,3.584999999999999992e-02,1.774900000000000089e-01,4.474000000000000199e-02,4.084999999999999964e+00,3.409999999999999837e-02,1.233999999999999986e+01,8.549999999999999822e-01
6.303000000000000269e-02,2.193000000000000158e-02,1.209599999999999981e-01,3.237000000000000294e-02,8.580000000000000127e-02,3.160999999999999921e-02,1.677299999999999902e-01,4.352000000000000313e-02,3.625199999999999978e+00,2.500000000000000139e-02,8.789999999999999147e+00,8.030000000000000471e-01
7.316000000000000281e-02,0.000000000000000000e+00,1.347399999999999987e-01,3.595000000000000279e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.671700000000000130e-01,4.633999999999999925e-02,3.859500000000000153e+00,2.819999999999999937e-02,9.339999999999999858e+00,9.130000000000000338e-01
1.089399999999999952e-01,3.928999999999999854e-02,1.920600000000000085e-01,5.319000000000000117e-02,9.833999999999999686e-02,3.549000000000000071e-02,1.817699999999999871e-01,4.567999999999999838e-02,3.699399999999999800e+00,5.220000000000000334e-02,1.165000000000000036e+01,8.000000000000000444e-01
9.857000000000000484e-02,3.429000000000000103e-02,1.677599999999999925e-01,3.538999999999999785e-02,4.071999999999999925e-02,1.289000000000000042e-02,7.767999999999999905e-02,1.688999999999999876e-02,3.592699999999999783e+00,3.450000000000000289e-02,1.231000000000000050e+01,8.189999999999999503e-01
9.170000000000000373e-02,0.000000000000000000e+00,1.713300000000000101e-01,4.972000000000000031e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.091200000000000003e-01,5.934999999999999998e-02,3.482600000000000140e+00,4.189999999999999974e-02,1.101999999999999957e+01,9.360000000000000542e-01
7.130999999999999839e-02,2.682000000000000009e-02,1.372700000000000031e-01,3.098000000000000059e-02,8.939999999999999336e-02,3.357000000000000262e-02,1.636400000000000077e-01,4.043000000000000066e-02,3.600000000000000089e+00,5.430000000000000104e-02,1.102999999999999936e+01,8.070000000000000506e-01
7.982000000000000206e-02,2.996000000000000052e-02,1.520700000000000107e-01,3.525999999999999968e-02,6.610000000000000597e-02,2.474000000000000157e-02,1.308199999999999918e-01,2.997999999999999970e-02,3.525399999999999867e+00,5.999999999999999778e-02,1.302999999999999936e+01,8.509999999999999787e-01
1.054900000000000004e-01,3.976999999999999980e-02,1.944299999999999917e-01,5.018000000000000238e-02,7.366000000000000325e-02,2.755000000000000157e-02,1.426099999999999868e-01,3.520000000000000212e-02,3.445600000000000218e+00,4.569999999999999757e-02,1.001999999999999957e+01,9.320000000000000506e-01
1.229800000000000060e-01,0.000000000000000000e+00,2.142400000000000138e-01,5.466000000000000025e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.703300000000000092e-01,3.570999999999999869e-02,3.697000000000000064e+00,3.440000000000000002e-02,1.194999999999999929e+01,8.549999999999999822e-01
