8.301000000000000045e-02,2.954999999999999988e-02,1.569399999999999962e-01,4.121999999999999970e-02,1.205200000000000021e-01,4.535000000000000142e-02,2.161399999999999988e-01,5.315999999999999892e-02,3.573999999999999844e+00,4.299999999999999656e-02,9.330000000000000071e+00,7.980000000000000426e-01
4.787000000000000283e-02,1.755999999999999922e-02,9.619999999999999385e-02,2.112999999999999948e-02,1.260199999999999931e-01,4.846999999999999920e-02,2.304100000000000037e-01,5.000000000000000278e-02,3.611600000000000144e+00,4.630000000000000088e-02,9.750000000000000000e+00,7.960000000000000409e-01
6.957000000000000683e-02,2.510000000000000078e-02,1.350300000000000111e-01,3.100999999999999937e-02,8.094999999999999418e-02,2.927000000000000088e-02,1.461800000000000044e-01,3.617000000000000076e-02,3.777899999999999814e+00,1.299999999999999940e-02,9.630000000000000782e+00,7.800000000000000266e-01
8.694999999999999951e-02,0.000000000000000000e+00,1.584599999999999898e-01,3.849999999999999950e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.080299999999999927e-01,5.245999999999999969e-02,3.637300000000000200e+00,2.699999999999999969e-02,1.219999999999999929e+01,6.860000000000000542e-01
1.089399999999999952e-01,3.928999999999999854e-02,1.920600000000000085e-01,5.319000000000000117e-02,9.833999999999999686e-02,3.549000000000000071e-02,1.817699999999999871e-01,4.567999999999999838e-02,3.699399999999999800e+00,5.220000000000000334e-02,1.165000000000000036e+01,8.000000000000000444e-01
1.448699999999999988e-01,5.383000000000000285e-02,2.451000000000000123e-01,7.076000000000000345e-02,1.056399999999999978e-01,3.857000000000000012e-02,1.927899999999999892e-01,5.220999999999999946e-02,3.433699999999999974e+00,4.850000000000000144e-02,1.046000000000000085e+01,8.539999999999999813e-01
8.334999999999999354e-02,2.937999999999999987e-02,1.600199999999999956e-01,4.161000000000000115e-02,1.225099999999999939e-01,4.537999999999999673e-02,2.180499999999999938e-01,5.709999999999999798e-02,3.603899999999999881e+00,2.910000000000000087e-02,1.025000000000000000e+01,8.030000000000000471e-01
6.303000000000000269e-02,2.193000000000000158e-02,1.209599999999999981e-01,3.237000000000000294e-02,8.580000000000000127e-02,3.160999999999999921e-02,1.677299999999999902e-01,4.352000000000000313e-02,3.625199999999999978e+00,2.500000000000000139e-02,8.789999999999999147e+00,8.030000000000000471e-01
7.448000000000000453e-02,0.000000000000000000e+00,1.445599999999999941e-01,3.493999999999999884e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.922500000000000042e-01,5.301000000000000156e-02,3.585199999999999942e+00,4.229999999999999732e-02,1.085999999999999943e+01,9.320000000000000506e-01
1.286899999999999988e-01,0.000000000000000000e+00,2.309700000000000086e-01,5.437000000000000166e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.018899999999999945e-01,2.726999999999999910e-02,3.787300000000000111e+00,5.779999999999999721e-02,1.363000000000000078e+01,7.500000000000000000e-01
9.592000000000000526e-02,0.000000000000000000e+00,1.784300000000000053e-01,4.945000000000000090e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.115599999999999981e-01,5.557000000000000134e-02,3.434200000000000141e+00,5.099999999999999672e-02,1.198000000000000043e+01,9.110000000000000320e-01
7.760999999999999843e-02,0.000000000000000000e+00,1.426300000000000068e-01,3.806999999999999967e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.766999999999999960e-01,4.578000000000000125e-02,3.522899999999999920e+00,2.639999999999999986e-02,1.085999999999999943e+01,7.750000000000000222e-01
9.170000000000000373e-02,0.000000000000000000e+00,1.713300000000000101e-01,4.972000000000000031e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.091200000000000003e-01,5.934999999999999998e-02,3.482600000000000140e+00,4.189999999999999974e-02,1.101999999999999957e+01,9.360000000000000542e-01
7.130999999999999839e-02,2.682000000000000009e-02,1.372700000000000031e-01,3.098000000000000059e-02,8.939999999999999336e-02,3.357000000000000262e-02,1.636400000000000077e-01,4.043000000000000066e-02,3.600000000000000089e+00,5.430000000000000104e-02,1.102999999999999936e+01,8.070000000000000506e-01
