8.301000000000000045e-02,2.954999999999999988e-02,1.569399999999999962e-01,4.121999999999999970e-02,1.205200000000000021e-01,4.535000000000000142e-02,2.161399999999999988e-01,5.315999999999999892e-02,3.573999999999999844e+00,4.299999999999999656e-02,9.330000000000000071e+00,7.980000000000000426e-01
4.787000000000000283e-02,1.755999999999999922e-02,9.619999999999999385e-02,2.112999999999999948e-02,1.260199999999999931e-01,4.846999999999999920e-02,2.304100000000000037e-01,5.000000000000000278e-02,3.611600000000000144e+00,4.630000000000000088e-02,9.750000000000000000e+00,7.960000000000000409e-01
8.694999999999999951e-02,0.000000000000000000e+00,1.584599999999999898e-01,3.849999999999999950e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.080299999999999927e-01,5.245999999999999969e-02,3.637300000000000200e+00,2.699999999999999969e-02,1.219999999999999929e+01,6.860000000000000542e-01
1.448699999999999988e-01,5.383000000000000285e-02,2.451000000000000123e-01,7.076000000000000345e-02,1.056399999999999978e-01,3.857000000000000012e-02,1.927899999999999892e-01,5.220999999999999946e-02,3.433699999999999974e+00,4.850000000000000144e-02,1.046000000000000085e+01,8.539999999999999813e-01
9.091000000000000469e-02,0.000000000000000000e+00,1.575100000000000111e-01,4.186000000000000137e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.276899999999999979e-01,2.921999999999999945e-02,4.123800000000000132e+00,2.549999999999999836e-02,1.102999999999999936e+01,8.409999999999999698e-01
7.599000000000000199e-02,2.745999999999999830e-02,1.460700000000000054e-01,3.697999999999999898e-02,9.571999999999999953e-02,3.355999999999999955e-02,1.783899999999999930e-01,5.333999999999999853e-02,3.932799999999999851e+00,5.179999999999999882e-02,1.197000000000000064e+01,6.860000000000000542e-01
1.267900000000000138e-01,0.000000000000000000e+00,2.234700000000000020e-01,6.292000000000000370e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.688600000000000101e-01,4.479999999999999954e-02,3.456999999999999851e+00,2.139999999999999888e-02,6.919999999999999929e+00,8.900000000000000133e-01
1.089399999999999952e-01,3.928999999999999854e-02,1.920600000000000085e-01,5.319000000000000117e-02,9.833999999999999686e-02,3.549000000000000071e-02,1.817699999999999871e-01,4.567999999999999838e-02,3.699399999999999800e+00,5.220000000000000334e-02,1.165000000000000036e+01,8.000000000000000444e-01
7.316000000000000281e-02,0.000000000000000000e+00,1.347399999999999987e-01,3.595000000000000279e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.671700000000000130e-01,4.633999999999999925e-02,3.859500000000000153e+00,2.819999999999999937e-02,9.339999999999999858e+00,9.130000000000000338e-01
9.170000000000000373e-02,0.000000000000000000e+00,1.713300000000000101e-01,4.972000000000000031e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.091200000000000003e-01,5.934999999999999998e-02,3.482600000000000140e+00,4.189999999999999974e-02,1.101999999999999957e+01,9.360000000000000542e-01
7.982000000000000206e-02,2.996000000000000052e-02,1.520700000000000107e-01,3.525999999999999968e-02,6.610000000000000597e-02,2.474000000000000157e-02,1.308199999999999918e-01,2.997999999999999970e-02,3.525399999999999867e+00,5.999999999999999778e-02,1.302999999999999936e+01,8.509999999999999787e-01
7.448000000000000453e-02,0.000000000000000000e+00,1.445599999999999941e-01,3.493999999999999884e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.922500000000000042e-01,5.301000000000000156e-02,3.585199999999999942e+00,4.229999999999999732e-02,1.085999999999999943e+01,9.320000000000000506e-01
1.054900000000000004e-01,3.976999999999999980e-02,1.944299999999999917e-01,5.018000000000000238e-02,7.366000000000000325e-02,2.755000000000000157e-02,1.426099999999999868e-01,3.520000000000000212e-02,3.445600000000000218e+00,4.569999999999999757e-02,1.001999999999999957e+01,9.320000000000000506e-01
1.229800000000000060e-01,0.000000000000000000e+00,2.142400000000000138e-01,5.466000000000000025e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.703300000000000092e-01,3.570999999999999869e-02,3.697000000000000064e+00,3.440000000000000002e-02,1.194999999999999929e+01,8.549999999999999822e-01
