0.08301	0.02955	0.15694	0.04122	0.12052	0.04535	0.21614	0.05316	3.574	0.043	9.33	0.798
0.04787	0.01756	0.0962	0.02113	0.12602	0.04847	0.23041	0.05	3.6116	0.0463	9.75	0.796
0.09549	0.03442	0.16931	0.04494	0.10341	0.0377	0.18618	0.04679	3.7812	0.0253	12.23	0.715
0.14487	0.05383	0.2451	0.07076	0.10564	0.03857	0.19279	0.05221	3.4337	0.0485	10.46	0.854
0.10721	0.03972	0.18949	0.04805	0.09867	0.03585	0.17749	0.04474	4.085	0.0341	12.34	0.855
0.06303	0.02193	0.12096	0.03237	0.0858	0.03161	0.16773	0.04352	3.6252	0.025	8.79	0.803
0.07316	0.0	0.13474	0.03595	0.0	0.0	0.16717	0.04634	3.8595	0.0282	9.34	0.913
0.10894	0.03929	0.19206	0.05319	0.09834	0.03549	0.18177	0.04568	3.6994	0.0522	11.65	0.8
0.09857	0.03429	0.16776	0.03539	0.04072	0.01289	0.07768	0.01689	3.5927	0.0345	12.31	0.819
0.0917	0.0	0.17133	0.04972	0.0	0.0	0.20912	0.05935	3.4826	0.0419	11.02	0.936
0.07131	0.02682	0.13727	0.03098	0.0894	0.03357	0.16364	0.04043	3.6	0.0543	11.03	0.807
0.07982	0.02996	0.15207	0.03526	0.0661	0.02474	0.13082	0.02998	3.5254	0.06	13.03	0.851
0.10549	0.03977	0.19443	0.05018	0.07366	0.02755	0.14261	0.0352	3.4456	0.0457	10.02	0.932
0.12298	0.0	0.21424	0.05466	0.0	0.0	0.17033	0.03571	3.697	0.0344	11.95	0.855
0.08659	0.0	0.16004	0.04137	0.0	0.0	0.14674	0.03767	3.628	0.059	12.5	0.86
0.10176	0.03649	0.18149	0.04944	0.11057	0.04076	0.20097	0.05011	3.4915	0.0211	10.52	0.833
0.09091	0.0	0.15751	0.04186	0.0	0.0	0.12769	0.02922	4.1238	0.0255	11.03	0.841
0.07761	0.0	0.14263	0.03807	0.0	0.0	0.1767	0.04578	3.5229	0.0264	10.86	0.775
0.0669	0.02404	0.13371	0.03348	0.10719	0.03903	0.20045	0.05233	2.8661	0.1385	12.18	1.0
0.08695	0.0	0.15846	0.0385	0.0	0.0	0.20803	0.05246	3.6373	0.027	12.2	0.686
0.07448	0.0	0.14456	0.03494	0.0	0.0	0.19225	0.05301	3.5852	0.0423	10.86	0.932
0.09592	0.0	0.17843	0.04945	0.0	0.0	0.21156	0.05557	3.4342	0.051	11.98	0.911
0.10589	0.03812	0.18969	0.0481	0.07018	0.0243	0.13458	0.03268	3.8015	0.0226	7.44	0.866
0.09093	0.03444	0.16857	0.03919	0.0861	0.03165	0.15582	0.04026	3.6978	0.0262	13.01	0.722
0.08335	0.02938	0.16002	0.04161	0.12251	0.04538	0.21805	0.0571	3.6039	0.0291	10.25	0.803
