0.08301	0.02955	0.15694	0.04122	0.12052	0.04535	0.21614	0.05316	3.574	0.043	9.33	79.8
0.04787	0.01756	0.0962	0.02113	0.12602	0.04847	0.23041	0.05	3.6116	0.0463	9.75	80.4
0.06957	0.0251	0.13503	0.03101	0.08095	0.02927	0.14618	0.03617	3.7779	0.013	9.63	77.4
0.08695	0.0	0.15846	0.0385	0.0	0.0	0.20803	0.05246	3.6373	0.027	12.2	80.5
0.10894	0.03929	0.19206	0.05319	0.09834	0.03549	0.18177	0.04568	3.6994	0.0522	11.65	79.9
0.14487	0.05383	0.2451	0.07076	0.10564	0.03857	0.19279	0.05221	3.4337	0.0485	10.46	73.0
0.08335	0.02938	0.16002	0.04161	0.12251	0.04538	0.21805	0.0571	3.6039	0.0291	10.25	75.6
0.06303	0.02193	0.12096	0.03237	0.0858	0.03161	0.16773	0.04352	3.6252	0.025	8.79	76.9
0.07448	0.0	0.14456	0.03494	0.0	0.0	0.19225	0.05301	3.5852	0.0423	10.86	75.7
0.12869	0.0	0.23097	0.05437	0.0	0.0	0.10189	0.02727	3.7873	0.0578	13.63	80.6
0.09592	0.0	0.17843	0.04945	0.0	0.0	0.21156	0.05557	3.4342	0.051	11.98	79.1
0.07761	0.0	0.14263	0.03807	0.0	0.0	0.1767	0.04578	3.5229	0.0264	10.86	77.3
0.0917	0.0	0.17133	0.04972	0.0	0.0	0.20912	0.05935	3.4826	0.0419	11.02	74.8
0.07131	0.02682	0.13727	0.03098	0.0894	0.03357	0.16364	0.04043	3.6	0.0543	11.03	74.9
0.09549	0.03442	0.16931	0.04494	0.10341	0.0377	0.18618	0.04679	3.7812	0.0253	12.23	80.9
0.07982	0.02996	0.15207	0.03526	0.0661	0.02474	0.13082	0.02998	3.5254	0.06	13.03	75.2
0.09144	0.03353	0.16818	0.04287	0.11374	0.0443	0.21018	0.05109	3.6135	0.0335	12.59	78.0
0.10159	0.03734	0.18167	0.04872	0.13988	0.051	0.24037	0.06917	3.8929	0.0193	11.58	80.1
0.10589	0.03812	0.18969	0.0481	0.07018	0.0243	0.13458	0.03268	3.8015	0.0226	7.44	78.6
0.10397	0.03661	0.18161	0.04967	0.12432	0.04706	0.21397	0.05691	3.9602	0.0253	11.77	82.7
0.09695	0.03501	0.17891	0.04392	0.09924	0.03587	0.18444	0.04686	3.8594	0.0371	11.08	81.2
0.09211	0.0	0.17106	0.04578	0.0	0.0	0.14375	0.03062	3.5339	0.0467	13.63	77.2
0.06546	0.02386	0.12892	0.02848	0.09398	0.03442	0.18475	0.04425	3.437	0.0535	12.22	76.7
0.07599	0.02746	0.14607	0.03698	0.09572	0.03356	0.17839	0.05334	3.9328	0.0518	11.97	82.5
0.07316	0.0	0.13474	0.03595	0.0	0.0	0.16717	0.04634	3.8595	0.0282	9.34	80.5
0.04523	0.01646	0.08824	0.02405	0.13903	0.05076	0.24739	0.06411	3.5857	0.0486	11.16	77.9
