0.08301	0.02955	0.15694	0.04122	0.12052	0.04535	0.21614	0.05316	3.574	0.043	9.33	0.798
0.04787	0.01756	0.0962	0.02113	0.12602	0.04847	0.23041	0.05	3.6116	0.0463	9.75	0.796
0.08695	0.0	0.15846	0.0385	0.0	0.0	0.20803	0.05246	3.6373	0.027	12.2	0.686
0.14487	0.05383	0.2451	0.07076	0.10564	0.03857	0.19279	0.05221	3.4337	0.0485	10.46	0.854
0.09091	0.0	0.15751	0.04186	0.0	0.0	0.12769	0.02922	4.1238	0.0255	11.03	0.841
0.07599	0.02746	0.14607	0.03698	0.09572	0.03356	0.17839	0.05334	3.9328	0.0518	11.97	0.686
0.12679	0.0	0.22347	0.06292	0.0	0.0	0.16886	0.0448	3.457	0.0214	6.92	0.89
0.10894	0.03929	0.19206	0.05319	0.09834	0.03549	0.18177	0.04568	3.6994	0.0522	11.65	0.8
0.07316	0.0	0.13474	0.03595	0.0	0.0	0.16717	0.04634	3.8595	0.0282	9.34	0.913
0.0917	0.0	0.17133	0.04972	0.0	0.0	0.20912	0.05935	3.4826	0.0419	11.02	0.936
0.07982	0.02996	0.15207	0.03526	0.0661	0.02474	0.13082	0.02998	3.5254	0.06	13.03	0.851
0.07448	0.0	0.14456	0.03494	0.0	0.0	0.19225	0.05301	3.5852	0.0423	10.86	0.932
0.10549	0.03977	0.19443	0.05018	0.07366	0.02755	0.14261	0.0352	3.4456	0.0457	10.02	0.932
0.12298	0.0	0.21424	0.05466	0.0	0.0	0.17033	0.03571	3.697	0.0344	11.95	0.855
0.08659	0.0	0.16004	0.04137	0.0	0.0	0.14674	0.03767	3.628	0.059	12.5	0.86
0.10176	0.03649	0.18149	0.04944	0.11057	0.04076	0.20097	0.05011	3.4915	0.0211	10.52	0.833
0.06957	0.0251	0.13503	0.03101	0.08095	0.02927	0.14618	0.03617	3.7779	0.013	9.63	0.78
0.09695	0.03501	0.17891	0.04392	0.09924	0.03587	0.18444	0.04686	3.8594	0.0371	11.08	0.688
0.0669	0.02404	0.13371	0.03348	0.10719	0.03903	0.20045	0.05233	2.8661	0.1385	12.18	1.0
0.09144	0.03353	0.16818	0.04287	0.11374	0.0443	0.21018	0.05109	3.6135	0.0335	12.59	0.769
0.09211	0.0	0.17106	0.04578	0.0	0.0	0.14375	0.03062	3.5339	0.0467	13.63	0.873
0.06546	0.02386	0.12892	0.02848	0.09398	0.03442	0.18475	0.04425	3.437	0.0535	12.22	0.896
0.06303	0.02193	0.12096	0.03237	0.0858	0.03161	0.16773	0.04352	3.6252	0.025	8.79	0.803
0.09857	0.03429	0.16776	0.03539	0.04072	0.01289	0.07768	0.01689	3.5927	0.0345	12.31	0.819
0.04523	0.01646	0.08824	0.02405	0.13903	0.05076	0.24739	0.06411	3.5857	0.0486	11.16	0.828
