9.888534704343441284e-01,-8.779507821009190083e-02,-8.513787137067240218e-01
5.578439653577897950e-01,1.430020692464300559e-02,7.823043347504808620e-02
1.615143486190333960e-02,2.377181592269853386e-02,3.765252837388519385e-03
3.733293570964886510e-02,-2.991056102902972871e-02,-1.095058642517107370e-02
5.466282385361867502e-02,-4.568292820344823646e-01,-2.448875310327786881e-01
1.628379444533356590e-01,-1.931947074251124941e-01,-3.085116097595070883e-01
1.035019619695595333e-01,-1.452140308260440292e-02,-1.473933326225242320e-02
1.953972586859505645e-01,-8.345819861975528609e-02,-1.599219765030914786e-01
1.396694230362707269e-02,-7.440665569895311970e-02,-1.019139888065717127e-02
5.378071261291618443e-02,3.414587199918926452e-01,1.800882741231425721e-01
2.956264061129105225e-01,4.699123069664916663e-01,1.362324975603164567e+00
6.943166963969036320e-01,-4.451372612485106628e-01,-3.030904370644944112e+00
9.311008197498767958e-01,1.765773939421976524e-01,1.612324626758051327e+00
1.579699553692602912e-02,7.184070607493038274e-01,1.112924653733885494e-01
1.262302590178332115e-02,-4.378045038362093355e-01,-5.419564307703603201e-02
9.045936887599587140e-02,-1.011463854118973688e-01,-8.972729934074819003e-02
2.857051413823010755e-01,3.236577838722386469e-01,9.068277205346514380e-01
4.443771303081466006e-02,-1.292931806095556913e-01,-5.634404144649102913e-02
9.876105113613241615e-01,-2.319523726853690501e-02,-2.246493666412148760e-01
2.524028788772880727e-01,4.407172516299764226e-02,1.090875104921961020e-01
7.388287058500595528e-01,4.258597442445903603e-02,3.085538895130603976e-01
8.039823334849879877e-02,3.648011601577794832e-02,2.876228545441698523e-02
1.134231383801253580e-02,-6.985853560644116333e-01,-7.770372041043339950e-02
2.404781482278548488e-01,8.656072200674874706e-02,2.041348550952148400e-01
2.228503299065968113e-01,5.837514652579558344e-02,1.275739318062706074e-01
4.942341984640388763e-02,-9.171227039464688313e-02,-4.445093632025699099e-02
2.930570699719245442e-01,3.665903536873610369e-01,1.053546992430872464e+00
4.969453681117610433e-01,-3.032996586538780348e-01,-1.478091243423088397e+00
1.122778402386571950e-01,-1.908527599522037710e-01,-2.101421495343444856e-01
3.031213372341735185e-02,1.568832783467803346e-02,4.663519959468021177e-03
1.322466881029701197e-02,1.104214483644594402e-01,1.432052433400798214e-02
1.105658656309507493e-01,1.120683853298493765e-02,1.215135924697309695e-02
7.842513472688836806e-01,-4.098685311139586007e-01,-3.152249063398955276e+00
4.113645835570720055e-02,1.717216484892522266e-01,6.927437606608315146e-02
4.709197988084472264e-02,1.846859229381998257e-01,8.529064907070567358e-02
7.509743792662984530e-02,1.158722081705887558e-01,8.533458475765813567e-02
1.753289322576331299e-01,1.837471935916370758e-01,3.159329904510957965e-01
2.319005030674610446e-01,-4.670581913033653443e-01,-1.062168357691624321e+00
8.174312822991808281e-02,4.719934317808482938e-02,3.783623240143194760e-02
7.101845066028080744e-01,5.376908824962155220e-02,3.744764761317653234e-01
7.019393528723413267e-01,-1.626365197722436789e-02,-1.119536710208308417e-01
2.855338970635940554e-01,-6.762756514384317130e-01,-1.893660410483399836e+00
1.773641544871862041e-01,3.565634080796413197e-01,6.201879168953057242e-01
1.977936127992412432e-02,1.040057690558494896e-02,2.017392344233058955e-03
2.857224289062598732e-02,-6.125028719939850097e-01,-1.716220709947360035e-01
4.222358370427957142e-01,-3.953206833012191251e-02,-1.636911892638831245e-01
7.235067567645547815e-02,2.056371756568748863e-02,1.459032269333438055e-02
7.216420837571451141e-01,-7.104156260818744739e-01,-5.027534192500451304e+00
4.406200886128852634e-02,1.382689348589954959e-01,5.974610343014969543e-02
1.557616153596108610e-01,4.274402894133043085e-01,6.529148904513588647e-01
2.190546849893819092e-01,-1.329022098127536078e-01,-2.854995471721074596e-01
5.964809548453651189e-01,-2.378737627258777076e-01,-1.391437807083905742e+00
5.341426392479577123e-02,1.589922877866218123e-02,8.328254384659391357e-03
3.447457094126530897e-01,-4.434367716226733647e-01,-1.499171264191953012e+00
5.674729924593175517e-02,-2.077027111768719181e-01,-1.155867461489543252e-01
1.063398321971944782e-01,1.667370081206916987e-01,1.738796072765824430e-01
1.042941443503088254e-02,3.334079495950834082e-02,3.410017059654494882e-03
5.796213183997386276e-01,-2.142874679599984233e-01,-1.218040697154282315e+00
