3.235491881521556090e-01,2.111431141874206829e-01,6.831518317925784622e-02
6.662702976634999885e-01,2.375284692595453218e-01,1.582581639171127819e-01
2.724848647721881192e-02,2.246293333366748968e-01,6.120809351811062546e-03
7.324017333525779661e-01,1.831268925342424969e-01,1.341224535155504660e-01
2.758124358442323731e-02,2.052274986145708607e-02,5.660429629510361832e-04
1.554264565651630181e-01,9.013619229467538796e-01,1.400954897663754528e-01
4.497918863037470572e-01,2.768887499570565555e-02,1.245423131394710232e-02
1.323113888620596097e-02,1.610122357449095543e-01,2.130375253519434069e-03
5.314335488054615642e-01,8.241606847172791017e-01,4.379866374652427452e-01
1.926685506075110146e-02,7.586618901136946147e-02,1.461702867693603219e-03
1.721339724812419869e-01,2.736859959924021757e-01,4.711065770265746022e-02
9.797461047084325692e-02,1.555875644655634049e-02,1.524363102262078946e-03
1.491091831437904927e-02,1.132051185969508850e-01,1.687992276168727348e-03
2.568954715059122984e-01,9.101525898086484379e-01,2.338140787012199240e-01
2.370270208258576719e-02,3.982766177206523150e-02,9.440232016292521375e-04
1.866672521274458790e-02,7.893805731842112872e-02,1.473515024790849172e-03
1.420043583979200934e-02,1.581329640113468549e-02,2.245557009599269914e-04
1.500219723058898551e-02,1.622638957307367680e-01,2.434314967156239132e-03
1.258357145619899350e-02,1.153967729014251237e-02,1.452103537619850655e-04
3.260032030446149420e-01,1.602164019926030081e-01,5.223106022987220737e-02
1.772466939998009750e-01,1.252657295800824536e-02,2.220293643954269168e-03
3.847466883216718592e-01,4.566645211998471982e-02,1.757001622056431067e-02
1.258988813879831706e-02,7.070883686607978280e-01,8.902163465684830371e-03
5.541958455493207342e-02,1.441349834369846754e-02,7.987900901909706459e-04
3.359234171641142797e-01,2.676980428182143892e-02,8.992604131163995859e-03
1.252529185450804508e-02,2.756066552269776856e-02,3.452053793762670676e-04
4.238607754630818736e-02,1.524288694284900991e-01,6.460861879892066360e-03
2.932544436003388030e-02,2.838746639997875854e-02,8.324750664349084110e-04
3.417625070460508230e-01,3.636812136593227385e-02,1.242926033457606057e-02
1.854447400678940761e-01,1.582996208505782487e-01,2.935583204148166717e-02
2.876718112492240853e-02,3.098621252770717566e-02,8.913859881598920924e-04
7.422289534503844211e-01,4.950269134489994616e-01,3.674233078990248869e-01
6.414383409772866917e-02,7.392346496477025797e-02,4.741734472629480744e-03
5.882511278143739419e-01,7.423523543257684043e-01,4.366896096677890249e-01
4.748879527748342544e-02,5.638827398366027394e-02,2.677811199260687371e-03
9.706559033951338289e-02,4.430568875828057307e-02,4.300557834721245240e-03
4.708966632855987600e-02,4.217973390675202605e-01,1.986229595496396064e-02
6.071817381009126935e-01,3.992391543531748771e-02,2.424107236580992988e-02
2.232300504325993376e-02,1.939619883506572481e-02,4.329814444152446022e-04
3.118044645903682022e-01,7.071062344264249511e-01,2.204788808338428163e-01
1.048782193237548510e-01,1.362484435273569605e-01,1.428949414278237080e-02
1.156672922022494374e-02,6.312298724455524257e-02,7.301265010294835222e-04
7.699381543458762300e-02,7.163695601241512056e-01,5.515602569515561798e-02
9.124551857978395741e-01,2.348610167703650553e-02,2.143001526938729737e-02
1.997267200318265934e-02,2.043644106446932188e-02,4.081703342930188480e-04
4.229748304886075116e-01,4.611711764584896511e-01,1.950638001887613771e-01
5.740610940776157134e-02,1.058198302599256541e-02,6.074704753412050193e-04
5.712592570512137202e-02,7.500844508748305550e-02,4.284926861324232956e-03
2.583245396940998459e-02,4.138432230611422402e-01,1.069058601027922557e-02
3.026621570088231516e-01,9.112859173161683146e-02,2.758117613866755552e-02
