1.053512749736401855e+00,9.158957313140363046e-06,1.881220579801988535e+00,2.264764531060756841e-03
1.148845592275269167e+00,1.345605919074310475e-05,1.418891246486595925e+00,3.300769676505068383e-03
1.660703681491139783e+00,8.955609918371079252e-06,1.282673242631039656e+00,3.405145242334179680e-03
1.555913134630195760e+00,9.116600333568535640e-06,1.953639670675642037e+00,2.694554045306524204e-03
1.899527333146010077e+00,8.046712803233446024e-06,1.709604270698541040e+00,2.990089769984347577e-03
1.210477420334351795e+00,7.633880033452639766e-06,1.578234098390089102e+00,2.419721038960276956e-03
1.479673383753492999e+00,1.292704394183695845e-05,1.641923824054327685e+00,3.413155236432010436e-03
1.316156493545311834e+00,8.300949985679956504e-06,1.919781140837297784e+00,2.385568016246355193e-03
1.449713091443227242e+00,9.647020530552097623e-06,1.031439720043960895e+00,3.682270646023125260e-03
1.402003534240535476e+00,1.232759208421053005e-05,1.598784070243009170e+00,3.287901328192325071e-03
1.787415898109812051e+00,1.252205982427542789e-05,1.359971561363809922e+00,4.056820404844881621e-03
1.850373546113380785e+00,1.191038066314694347e-05,1.405624691532962878e+00,3.959659464960873544e-03
1.259000016533326161e+00,6.764133864988936570e-06,1.917426668818921431e+00,2.107461177721689071e-03
1.215667704180065645e+00,1.080507773201962852e-05,1.376569398688671120e+00,3.089031464167316023e-03
1.631491067116484839e+00,9.221686734765225337e-06,1.414563378137963845e+00,3.261266785563904369e-03
1.837322818035608707e+00,1.106912441779726763e-05,1.280949816601477220e+00,3.984586974127374281e-03
1.041849595442259080e+00,6.414537643073011300e-06,1.851198371168292667e+00,1.900022364963792820e-03
1.287321053651881098e+00,1.425565387606869238e-05,1.202721556882332177e+00,3.906199855360793869e-03
1.591126994515132065e+00,8.387453795942300387e-06,1.704064567296678767e+00,2.798494574190995426e-03
1.033790278091704540e+00,1.205105211323559877e-05,1.853235467694736904e+00,2.592766474562446886e-03
1.175210285726574044e+00,8.705598754209508154e-06,1.103928651766907576e+00,3.044294145374304515e-03
1.557689743948536654e+00,9.876737751482476808e-06,1.888413043907653410e+00,2.854294270000366958e-03
1.041917704548422030e+00,5.744450376954926520e-06,1.512134143737563718e+00,1.989508459146503011e-03
1.894682221466454042e+00,7.418648279626465473e-06,1.198273525478127155e+00,3.424937089923370693e-03
1.962459494621512146e+00,1.496832648104726797e-05,1.632809242344118061e+00,4.241497832577499454e-03
1.803723904273245360e+00,1.405897571685746499e-05,1.849628499403733528e+00,3.702709297631958350e-03
1.698280094871613244e+00,1.348227636287311148e-05,1.283639633903017163e+00,4.223424289424408846e-03
1.224617008650244365e+00,9.263194777530705631e-06,1.168359618236454400e+00,3.115962859499193938e-03
1.464004203979209162e+00,8.857423392025850852e-06,1.393524080833568046e+00,3.050476090349456531e-03
1.430273303833105247e+00,1.336285561868600112e-05,1.925889121220102140e+00,3.150239076464159214e-03
1.207519424781283490e+00,5.541150549214234607e-06,1.597558467590907361e+00,2.046532552726351012e-03
1.211461324089300184e+00,5.185870075109076405e-06,1.192258425141827782e+00,2.295516362839535376e-03
1.793578120440470158e+00,1.414728789508283292e-05,1.854092083440262773e+00,3.699398316909379390e-03
1.309022745537849142e+00,5.207211798504892315e-06,1.455016452240019742e+00,2.164423625218000590e-03
1.758283198776934952e+00,8.732217755284587128e-06,1.909816108162556647e+00,2.835377676078499210e-03
1.815486413024021806e+00,8.084818502800056992e-06,1.643462450671274055e+00,2.988489580403772342e-03
1.657765151761965594e+00,1.486940065541930909e-05,1.269379891895070500e+00,4.406689265392847547e-03
1.787850632854374400e+00,5.652818976840086134e-06,1.351893816210031796e+00,2.734178503823393898e-03
1.536738410004581112e+00,6.355433637279543006e-06,1.746120322993509610e+00,2.365023626900237402e-03
1.341923642568447761e+00,6.625205645123178651e-06,1.638806269489727852e+00,2.329162426295786504e-03
1.953017662010035904e+00,6.339815667684760102e-06,1.640169515212989371e+00,2.747559037389154819e-03
1.154156166913666626e+00,8.770078070403744574e-06,1.361616879707351124e+00,2.726506608200203810e-03
1.278069554596258373e+00,8.695634034213505474e-06,1.460078008537278427e+00,2.758924664221773775e-03
1.303071985759640672e+00,1.236316438471672544e-05,1.394025144257884374e+00,3.399489642755910892e-03
1.429546772022452839e+00,6.246618561576812849e-06,1.868716685395364063e+00,2.185998937922054887e-03
