1.342744251290333523e+03,-1.027163644340832807e-02,7.083413339639439699e-02
1.490906600295977341e+03,-1.957160723612661191e-01,2.855442539337481023e+01
5.655528732290358676e+02,8.548725885676891623e-02,2.066550396607382822e+00
4.243012204365576508e+03,-8.047759150949767015e-01,1.374023708432006970e+03
2.545179954864512695e+02,2.145027198459831252e-01,5.855366789427526086e+00
1.009107425863902677e+03,-7.412099147162182211e-02,2.771978429188485027e+00
6.541668477976779286e+03,7.892645790790576987e-02,2.037528822476808443e+01
4.533097905008929160e+02,1.204416501339940077e-01,3.287899221306813224e+00
1.644711591456799852e+03,-6.847961445130540392e-01,3.856402632399291974e+02
7.358249286956901187e+02,7.238744086375817899e-01,1.927839825183149003e+02
2.518055659129179276e+03,2.572140222167737869e-02,8.329608918783304450e-01
8.616151519896209720e+03,-1.347411951140709552e-01,7.821393249481567977e+01
1.147123876106647685e+03,2.509556684111279717e-02,3.612221247667359858e-01
2.882065855967539392e+02,-1.049863474091537185e-01,1.588325679469787755e+00
4.158850066988257822e+03,-2.779488376130691274e-02,1.606471378100665870e+00
1.992401035102475646e+02,-2.719347593332903726e-02,7.366754725513127711e-02
3.934969170106324327e+03,6.281610079791246637e-01,7.763423681763792956e+02
1.015883034498052240e+02,1.540991909732672693e-01,1.206186405038318865e+00
8.013795381250654373e+02,8.088766795063300208e-01,2.621638961845939093e+02
2.826351077674378757e+03,2.993094188830807689e-01,1.266009250367743419e+02
3.278835529683207142e+02,5.597020043282238122e-01,5.135743925110185160e+01
7.136387821162634282e+02,-1.907885790736675025e-01,1.298832642366826207e+01
1.171385679829443376e+02,-8.944672974127555742e-02,4.685962931327816161e-01
2.840523226768464156e+03,1.619357282552364927e-02,3.724377605637390620e-01
1.221756725988159928e+02,-8.881164746892424855e-01,4.818308418728660314e+01
6.450673982311459440e+03,2.058243591178814114e-02,1.366371016313123299e+00
8.864273447850057437e+02,-7.119023498628132551e-02,2.246228856203318358e+00
1.452596590393955012e+02,2.436705113064173700e-01,4.312419229852259228e+00
2.690388869497259066e+02,6.921568134685404661e-02,6.444571682139841329e-01
2.460165862874989671e+03,1.047167108685746750e-02,1.348858452031630462e-01
1.368804392173573433e+03,5.774596765345090255e-01,2.282205359455665814e+02
1.392226123328925041e+03,7.482160375891264148e-02,3.897030532777209455e+00
9.328581118010200726e+02,2.349564594696968572e-02,2.574900046918343621e-01
2.037289910637647665e+02,-3.967762373690470468e-01,1.603666836339911228e+01
1.012464166954129610e+02,-5.802366745918041691e-02,1.704354834733946278e-01
1.638487220814101306e+02,-1.663835160143831149e-02,2.267950951713912366e-02
1.569851475415424602e+02,2.278297396203811040e-02,4.074266166303541076e-02
7.719093394724677637e+03,-9.996484795145789137e-01,3.856833754816476812e+03
3.793097503541908964e+02,4.649680629101193841e-02,4.100249254555201617e-01
9.897138144190945241e+03,-1.297934410990629062e-01,8.336526399985622504e+01
6.723410617174228037e+02,-3.112791247320630950e-01,3.257314054925642921e+01
2.502478326297235526e+03,-9.847577563523370048e-02,1.213386474155274897e+01
2.363006450383216759e+02,-1.097315813812324917e-02,1.422650390838788546e-02
4.118273255983152126e+02,3.271331734513215073e-02,2.203607984184414448e-01
2.246900148001471678e+02,-6.090420651906452987e-01,4.167238492997893928e+01
